Season,Player,Tm,Award,Player_id
,Cory Joseph,,NBA Champion,josepco01
,Craig Hodges,,NBA Champion,hodgecr01
,Craig Hodges,,NBA Champion,hodgecr01
,D.J. Mbenga,,NBA Champion,mbengdj01
,D.J. Mbenga,,NBA Champion,mbengdj01
,Dahntay Jones,,NBA Champion,jonesda02
,Damian Jones,,NBA Champion,jonesda03
,Damian Jones,,NBA Champion,jonesda03
,Damion James,,NBA Champion,jamesda01
,Damion Lee,,NBA Champion,leeda03
,Dan Swartz,,NBA Champion,swartda01
,Danny Ainge,,NBA Champion,aingeda01
,Danny Ainge,,NBA Champion,aingeda01
,Danny Ferry,,NBA Champion,ferryda01
,Danny Green,,NBA Champion,greenda02
,Danny Green,,NBA Champion,greenda02
,Danny Green,,NBA Champion,greenda02
,Darko Miličić,,NBA Champion,milicda01
,Darrell Walker,,NBA Champion,walkeda01
,Darvin Ham,,NBA Champion,hamda01
,Dave Cowens,,NBA Champion,cowenda01
,Dave Cowens,,NBA Champion,cowenda01
,Dave DeBusschere,,NBA Champion,debusda01
,Dave DeBusschere,,NBA Champion,debusda01
,Dave Gambee,,NBA Champion,gambeda01
,Dave Greenwood,,NBA Champion,greenda01
,Dave Stallworth,,NBA Champion,stallda01
,Dave Twardzik,,NBA Champion,twardda01
,David Lee,,NBA Champion,leeda02
,David Robinson,,NBA Champion,robinda01
,David Robinson,,NBA Champion,robinda01
,David Thirdkill,,NBA Champion,thirdda01
,David West,,NBA Champion,westda01
,David West,,NBA Champion,westda01
,DeAndre Jordan,,NBA Champion,jordade01
,DeShawn Stevenson,,NBA Champion,stevede01
,Dean Meminger,,NBA Champion,meminde01
,Dennis Awtrey,,NBA Champion,awtrede01
,Dennis Hopson,,NBA Champion,hopsode01
,Dennis Johnson,,NBA Champion,johnsde01
,Dennis Johnson,,NBA Champion,johnsde01
,Dennis Johnson,,NBA Champion,johnsde01
,Dennis Rodman,,NBA Champion,rodmade01
,Dennis Rodman,,NBA Champion,rodmade01
,Dennis Rodman,,NBA Champion,rodmade01
,Dennis Rodman,,NBA Champion,rodmade01
,Dennis Rodman,,NBA Champion,rodmade01
,Derek Anderson,,NBA Champion,anderde01
,Derek Fisher,,NBA Champion,fishede01
,Derek Fisher,,NBA Champion,fishede01
,Derek Fisher,,NBA Champion,fishede01
,Derek Fisher,,NBA Champion,fishede01
,Derek Fisher,,NBA Champion,fishede01
,Derrek Dickey,,NBA Champion,dickede01
,Derrick White,,NBA Champion,whitede01
,Devean George,,NBA Champion,georgde01
,Devean George,,NBA Champion,georgde01
,Devean George,,NBA Champion,georgde01
,Devin Brown,,NBA Champion,brownde02
,Devontae Cacok,,NBA Champion,cacokde01
,Dexter Pittman,,NBA Champion,pittmde01
,Dick Barnett,,NBA Champion,barnedi01
,Dick Barnett,,NBA Champion,barnedi01
,Dick Cunningham,,NBA Champion,cunnidi01
,Dick Farley,,NBA Champion,farledi01
,Dick Hemric,,NBA Champion,hemridi01
,Dick Schnittker,,NBA Champion,schnidi01
,Dick Schnittker,,NBA Champion,schnidi01
,Dick Snyder,,NBA Champion,snydedi01
,Dickey Simpkins,,NBA Champion,simpkdi01
,Dickey Simpkins,,NBA Champion,simpkdi01
,Dickey Simpkins,,NBA Champion,simpkdi01
,Dion Waiters,,NBA Champion,waitedi01
,Dirk Nowitzki,,NBA Champion,nowitdi01
,Dolph Schayes,,NBA Champion,schaydo01
,Dominique Jones,,NBA Champion,jonesdo02
,Don Carlson,,NBA Champion,carlsdo01
,Don Carlson,,NBA Champion,carlsdo01
,Don Chaney,,NBA Champion,chanedo01
,Don Chaney,,NBA Champion,chanedo01
,Don May,,NBA Champion,maydo01
,Don Nelson,,NBA Champion,nelsodo01
,Don Nelson,,NBA Champion,nelsodo01
,Don Nelson,,NBA Champion,nelsodo01
,Don Nelson,,NBA Champion,nelsodo01
,Don Nelson,,NBA Champion,nelsodo01
,Donte DiVincenzo,,NBA Champion,divindo01
,Dorell Wright,,NBA Champion,wrighdo01
,Draymond Green,,NBA Champion,greendr01
,Draymond Green,,NBA Champion,greendr01
,Draymond Green,,NBA Champion,greendr01
,Draymond Green,,NBA Champion,greendr01
,Drew Peterson,,NBA Champion,peterdr01
,Dwight Howard,,NBA Champion,howardw01
,Dwyane Wade,,NBA Champion,wadedw01
,Dwyane Wade,,NBA Champion,wadedw01
,Dwyane Wade,,NBA Champion,wadedw01
,Earl Cureton,,NBA Champion,curetea01
,Earl Cureton,,NBA Champion,curetea01
,Earl Lloyd,,NBA Champion,lloydea01
,Earl Monroe,,NBA Champion,monroea01
,Ed Macauley,,NBA Champion,macaued01
,Ed Nealy,,NBA Champion,nealyed01
,Eddie House,,NBA Champion,houseed01
,Eddie Jordan,,NBA Champion,jordaed01
,Eddy Curry,,NBA Champion,curryed01
,Elden Campbell,,NBA Champion,campbel01
,Elijah Bryant,,NBA Champion,bryanel01
,Elvin Hayes,,NBA Champion,hayesel01
,Em Bryant,,NBA Champion,bryanem01
,Eric Fernsten,,NBA Champion,fernser01
,Eric Moreland,,NBA Champion,moreler01
,Eric Riley,,NBA Champion,rileyer01
,Ernie Beck,,NBA Champion,becker01
,Fabricio Oberto,,NBA Champion,obertfa01
,Fennis Dembo,,NBA Champion,dembofe01
,Festus Ezeli,,NBA Champion,ezelife01
,Flynn Robinson,,NBA Champion,robinfl01
,Francisco Elson,,NBA Champion,elsonfr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Frank Ramsey,,NBA Champion,ramsefr01
,Franklin Edwards,,NBA Champion,edwarfr01
,Fred Brown,,NBA Champion,brownfr01
,Fred VanVleet,,NBA Champion,vanvlfr01
,Gabe Pruitt,,NBA Champion,pruitga01
,Gail Goodrich,,NBA Champion,goodrga01
,Gary Payton,,NBA Champion,paytoga01
,Gary Payton II,,NBA Champion,paytoga02
,Gary Phillips,,NBA Champion,phillga01
,Gene Conley,,NBA Champion,conlege01
,Gene Conley,,NBA Champion,conlege01
,Gene Conley,,NBA Champion,conlege01
,Gene Guarilia,,NBA Champion,guarige01
,Gene Guarilia,,NBA Champion,guarige01
,Gene Guarilia,,NBA Champion,guarige01
,Gene Guarilia,,NBA Champion,guarige01
,George Dempsey,,NBA Champion,dempsge01
,George Johnson,,NBA Champion,johnsge02
,George King,,NBA Champion,kingge01
,George Mikan,,NBA Champion,mikange01
,George Mikan,,NBA Champion,mikange01
,George Mikan,,NBA Champion,mikange01
,George Mikan,,NBA Champion,mikange01
,George Mikan,,NBA Champion,mikange01
,Gerald Henderson,,NBA Champion,hendege01
,Gerald Henderson,,NBA Champion,hendege01
,Gerald Henderson,,NBA Champion,hendege01
,Gerard King,,NBA Champion,kingge02
,Giannis Antetokounmpo,,NBA Champion,antetgi01
,Glen Davis,,NBA Champion,davisgl01
,Glen Rice,,NBA Champion,ricegl01
,Glenn McDonald,,NBA Champion,mcdongl01
,Glenn Robinson,,NBA Champion,robingl01
,Greg Ballard,,NBA Champion,ballagr01
,Greg Foster,,NBA Champion,fostegr01
,Greg Kite,,NBA Champion,kitegr01
,Greg Kite,,NBA Champion,kitegr01
,Greg Smith,,NBA Champion,smithgr01
,Gus Williams,,NBA Champion,willigu01
,Hakeem Olajuwon,,NBA Champion,olajuha01
,Hakeem Olajuwon,,NBA Champion,olajuha01
,Hal Greer,,NBA Champion,greerha01
,Hank Finkel,,NBA Champion,finkeha01
,Happy Hairston,,NBA Champion,hairsha01
,Harrison Barnes,,NBA Champion,barneha02
,Harthorne Wingo,,NBA Champion,wingoha01
,Henry Bibby,,NBA Champion,bibbyhe01
,Herm Gilliam,,NBA Champion,gillihe01
,Herm Schaefer,,NBA Champion,schaehe01
,Herm Schaefer,,NBA Champion,schaehe01
,Horace Grant,,NBA Champion,grantho01
,Horace Grant,,NBA Champion,grantho01
,Horace Grant,,NBA Champion,grantho01
,Horace Grant,,NBA Champion,grantho01
,Howie Schultz,,NBA Champion,schulho01
,Ian Clark,,NBA Champion,clarkia01
,Ian Mahinmi,,NBA Champion,mahinia01
,Iman Shumpert,,NBA Champion,shumpim01
,Isaiah Rider,,NBA Champion,rideris01
,Ish Smith,,NBA Champion,smithis01
,Isiah Thomas,,NBA Champion,thomais01
,Isiah Thomas,,NBA Champion,thomais01
,J.J. Barea,,NBA Champion,bareajo01
,J.R. Smith,,NBA Champion,smithjr01
,J.R. Smith,,NBA Champion,smithjr01
,JD Davison,,NBA Champion,davisjd01
,JaVale McGee,,NBA Champion,mcgeeja01
,JaVale McGee,,NBA Champion,mcgeeja01
,JaVale McGee,,NBA Champion,mcgeeja01
,Jack Coleman,,NBA Champion,colemja01
,Jack Coleman,,NBA Champion,colemja01
,Jack George,,NBA Champion,georgja01
,Jack Haley,,NBA Champion,haleyja01
,Jack McMahon,,NBA Champion,mcmahja01
,Jack Nichols,,NBA Champion,nichoja01
,Jack Sikma,,NBA Champion,sikmaja01
,Jack White,,NBA Champion,whiteja03
,Jackie Butler,,NBA Champion,butleja01
,Jackie Moore,,NBA Champion,mooreja01
,Jackie Robinson,,NBA Champion,robinja01
,Jacque Vaughn,,NBA Champion,vaughja01
,Jaden Springer,,NBA Champion,sprinja01
,Jamaal Wilkes,,NBA Champion,wilkeja01
,Jamaal Wilkes,,NBA Champion,wilkeja01
,Jamaal Wilkes,,NBA Champion,wilkeja01
,Jamaal Wilkes,,NBA Champion,wilkeja01
,Jamal Murray,,NBA Champion,murraja01
,James Edwards,,NBA Champion,edwarja01
,James Edwards,,NBA Champion,edwarja01
,James Edwards,,NBA Champion,edwarja01
,James Jones,,NBA Champion,jonesja02
,James Jones,,NBA Champion,jonesja02
,James Jones,,NBA Champion,jonesja02
,James Michael McAdoo,,NBA Champion,mcadoja01
,James Michael McAdoo,,NBA Champion,mcadoja01
,James Posey,,NBA Champion,poseyja01
,James Posey,,NBA Champion,poseyja01
,James White,,NBA Champion,whiteja02
,James Wiseman,,NBA Champion,wisemja01
,James Worthy,,NBA Champion,worthja01
,James Worthy,,NBA Champion,worthja01
,James Worthy,,NBA Champion,worthja01
,Jared Dudley,,NBA Champion,dudleja01
,Jaren Jackson,,NBA Champion,jacksja01
,Jarvis Varnado,,NBA Champion,varnaja01
,Jason Caffey,,NBA Champion,caffeja01
,Jason Caffey,,NBA Champion,caffeja01
,Jason Kapono,,NBA Champion,kaponja01
,Jason Kidd,,NBA Champion,kiddja01
,Jason Terry,,NBA Champion,terryja01
,Jason Williams,,NBA Champion,willija02
,Jaylen Brown,,NBA Champion,brownja02
,Jayson Tatum,,NBA Champion,tatumja01
,Jeff Ayres,,NBA Champion,pendeje02
,Jeff Green,,NBA Champion,greenje02
,Jeff Lamp,,NBA Champion,lampje01
,Jeff Mullins,,NBA Champion,mullije01
,Jeff Teague,,NBA Champion,teaguje01
,Jeff Webb,,NBA Champion,webbje01
,Jelani McCoy,,NBA Champion,mccoyje01
,Jeremy Lin,,NBA Champion,linje01
,Jerome Anderson,,NBA Champion,anderje01
,Jerome Kersey,,NBA Champion,kerseje01
,Jerry Lucas,,NBA Champion,lucasje01
,Jerry Sichting,,NBA Champion,sichtje01
,Jerry West,,NBA Champion,westje01
,Jim Ard,,NBA Champion,ardji01
,Jim Barnes,,NBA Champion,barneji01
,Jim Brewer,,NBA Champion,breweji01
,Jim Chones,,NBA Champion,choneji01
,Jim Cleamons,,NBA Champion,cleamji01
,Jim Holstein,,NBA Champion,holstji01
,Jim Holstein,,NBA Champion,holstji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim Loscutoff,,NBA Champion,loscuji01
,Jim McMillian,,NBA Champion,mcmilji01
,Jim Pollard,,NBA Champion,pollaji01
,Jim Pollard,,NBA Champion,pollaji01
,Jim Pollard,,NBA Champion,pollaji01
,Jim Pollard,,NBA Champion,pollaji01
,Jim Pollard,,NBA Champion,pollaji01
,Jim Tucker,,NBA Champion,tuckeji01
,Jo Jo White,,NBA Champion,whitejo01
,Jo Jo White,,NBA Champion,whitejo01
,Jodie Meeks,,NBA Champion,meeksjo01
,Joe Dumars,,NBA Champion,dumarjo01
,Joe Dumars,,NBA Champion,dumarjo01
,Joe Graboski,,NBA Champion,grabojo01
,Joe Hassett,,NBA Champion,hassejo01
,Joe Hutton,,NBA Champion,huttojo01
,Joe Kleine,,NBA Champion,kleinjo01
,Joe McNamee,,NBA Champion,mcnamjo01
,Joe Pace,,NBA Champion,pacejo01
,Joel Anthony,,NBA Champion,anthojo01
,Joel Anthony,,NBA Champion,anthojo01
,John Celestand,,NBA Champion,celesjo01
,John Gianelli,,NBA Champion,gianejo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Havlicek,,NBA Champion,havlijo01
,John Johnson,,NBA Champion,johnsjo01
,John Long,,NBA Champion,longjo01
,John Paxson,,NBA Champion,paxsojo01
,John Paxson,,NBA Champion,paxsojo01
,John Paxson,,NBA Champion,paxsojo01
,John Richter,,NBA Champion,richtjo01
,John Salley,,NBA Champion,sallejo01
,John Salley,,NBA Champion,sallejo01
,John Salley,,NBA Champion,sallejo01
,John Salley,,NBA Champion,sallejo01
,John Thompson,,NBA Champion,thompjo01
,John Thompson,,NBA Champion,thompjo01
,John Trapp,,NBA Champion,trappjo01
,John Warren,,NBA Champion,warrejo01
,Johnny Davis,,NBA Champion,davisjo01
,Johnny Jones,,NBA Champion,jonesjo01
,Johnny McCarthy,,NBA Champion,mccarjo01
,Jon McGlocklin,,NBA Champion,mcglojo01
,Jonathan Kuminga,,NBA Champion,kuminjo01
,Jordan Bell,,NBA Champion,belljo01
,Jordan Farmar,,NBA Champion,farmajo01
,Jordan Farmar,,NBA Champion,farmajo01
,Jordan Loyd,,NBA Champion,loydjo01
,Jordan McRae,,NBA Champion,mcraejo01
,Jordan Nwora,,NBA Champion,nworajo01
,Jordan Poole,,NBA Champion,poolejo01
,Jordan Walsh,,NBA Champion,walshjo01
,Josh Powell,,NBA Champion,poweljo01
,Josh Powell,,NBA Champion,poweljo01
,Jrue Holiday,,NBA Champion,holidjr01
,Jrue Holiday,,NBA Champion,holidjr01
,Juan Toscano-Anderson,,NBA Champion,toscaju01
,Jud Buechler,,NBA Champion,buechju01
,Jud Buechler,,NBA Champion,buechju01
,Jud Buechler,,NBA Champion,buechju01
,Julius Erving,,NBA Champion,ervinju01
,Justin Holiday,,NBA Champion,holidju01
,Justin Jackson,,NBA Champion,jacksju01
,Juwan Howard,,NBA Champion,howarju01
,Juwan Howard,,NBA Champion,howarju01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,K.C. Jones,,NBA Champion,joneskc01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kareem Abdul-Jabbar,,NBA Champion,abdulka01
,Kawhi Leonard,,NBA Champion,leonaka01
,Kawhi Leonard,,NBA Champion,leonaka01
,Keith Booth,,NBA Champion,boothke01
,Keith Erickson,,NBA Champion,erickke01
,Kendrick Perkins,,NBA Champion,perkike01
,Kenny Smith,,NBA Champion,smithke01
,Kenny Smith,,NBA Champion,smithke01
,Kentavious Caldwell-Pope,,NBA Champion,caldwke01
,Kentavious Caldwell-Pope,,NBA Champion,caldwke01
,Kevin Durant,,NBA Champion,duranke01
,Kevin Durant,,NBA Champion,duranke01
,Kevin Garnett,,NBA Champion,garneke01
,Kevin Grevey,,NBA Champion,greveke01
,Kevin Love,,NBA Champion,loveke01
,Kevin McHale,,NBA Champion,mchalke01
,Kevin McHale,,NBA Champion,mchalke01
,Kevin McHale,,NBA Champion,mchalke01
,Kevin McKenna,,NBA Champion,mckenke01
,Kevin Stacom,,NBA Champion,stacoke01
,Kevin Willis,,NBA Champion,willike02
,Kevon Looney,,NBA Champion,looneke01
,Kevon Looney,,NBA Champion,looneke01
,Kevon Looney,,NBA Champion,looneke01
,Khris Middleton,,NBA Champion,middlkh01
,Klay Thompson,,NBA Champion,thompkl01
,Klay Thompson,,NBA Champion,thompkl01
,Klay Thompson,,NBA Champion,thompkl01
,Klay Thompson,,NBA Champion,thompkl01
,Kobe Bryant,,NBA Champion,bryanko01
,Kobe Bryant,,NBA Champion,bryanko01
,Kobe Bryant,,NBA Champion,bryanko01
,Kobe Bryant,,NBA Champion,bryanko01
,Kobe Bryant,,NBA Champion,bryanko01
,Kostas Antetokounmpo,,NBA Champion,antetko01
,Kristaps Porziņģis,,NBA Champion,porzikr01
,Kurt Rambis,,NBA Champion,rambiku01
,Kurt Rambis,,NBA Champion,rambiku01
,Kurt Rambis,,NBA Champion,rambiku01
,Kurt Rambis,,NBA Champion,rambiku01
,Kyle Kuzma,,NBA Champion,kuzmaky01
,Kyle Lowry,,NBA Champion,lowryky01
,Kyrie Irving,,NBA Champion,irvinky01
,Lamar Odom,,NBA Champion,odomla01
,Lamar Odom,,NBA Champion,odomla01
,Larry Bird,,NBA Champion,birdla01
,Larry Bird,,NBA Champion,birdla01
,Larry Bird,,NBA Champion,birdla01
,Larry Costello,,NBA Champion,costela01
,Larry Hennessy,,NBA Champion,hennela01
,Larry Robinson,,NBA Champion,robinla01
,Larry Siegfried,,NBA Champion,siegfla01
,Larry Siegfried,,NBA Champion,siegfla01
,Larry Siegfried,,NBA Champion,siegfla01
,Larry Siegfried,,NBA Champion,siegfla01
,Larry Siegfried,,NBA Champion,siegfla01
,Larry Spriggs,,NBA Champion,sprigla01
,Larry Steele,,NBA Champion,steella01
,Larry Wright,,NBA Champion,wrighla01
,LeBron James,,NBA Champion,jamesle01
,LeBron James,,NBA Champion,jamesle01
,LeBron James,,NBA Champion,jamesle01
,LeBron James,,NBA Champion,jamesle01
,Leandro Barbosa,,NBA Champion,barbole01
,Leon Powe,,NBA Champion,powele01
,Leroy Ellis,,NBA Champion,ellisle01
,Lew Hitch,,NBA Champion,hitchle01
,Lew Hitch,,NBA Champion,hitchle01
,Lindsey Hunter,,NBA Champion,hunteli01
,Lindsey Hunter,,NBA Champion,hunteli01
,Linton Johnson,,NBA Champion,johnsli01
,Lionel Hollins,,NBA Champion,hollili01
,Lloyd Neal,,NBA Champion,nealll01
,Lonnie Shelton,,NBA Champion,sheltlo01
,Lou Tsioropoulos,,NBA Champion,tsiorlo01
,Lou Tsioropoulos,,NBA Champion,tsiorlo01
,Luc Longley,,NBA Champion,longllu01
,Luc Longley,,NBA Champion,longllu01
,Luc Longley,,NBA Champion,longllu01
,Lucius Allen,,NBA Champion,allenlu01
,Luke Jackson,,NBA Champion,jackslu01
,Luke Kornet,,NBA Champion,kornelu01
,Luke Walton,,NBA Champion,waltolu01
,Luke Walton,,NBA Champion,waltolu01
,M.L. Carr,,NBA Champion,carrml01
,M.L. Carr,,NBA Champion,carrml01
,Magic Johnson,,NBA Champion,johnsma02
,Magic Johnson,,NBA Champion,johnsma02
,Magic Johnson,,NBA Champion,johnsma02
,Magic Johnson,,NBA Champion,johnsma02
